Fish_ID,Beas_population_code,Population_old_code,Harvested,Sex,Weight_g,Length_mm,Weight_finished,Length_finished,Tank,Acclimation,Treatment,Trial,Distance_moved,Speed,Time_moving,TotalTime,Time_stationary,Percentage_moving,MMR_mghg,SMR_mghg,SGR,Weight_resp,MMR_scaled,SMR_scaled,AS,FSR,fastestFSR,Status,FastestStatus
11Mb,2,1,Random,M,0.1,16,0.08,16,11,N,Normoxia,2,149.7775519,8.741880461,17.13333333,865.6,848.4666667,5.514479359,1.727,0.686,-0.38,0.08,0.425,0.139,0.286,NA,6,0,1
11Mg,2,1,Random,M,0.1,17,0.12,17.5,11,N,Normoxia,2,509.3955928,7.656246384,66.53333333,865.6,799.0666667,7.147258164,1.298,0.524,0.31,0.12,0.338,0.119,0.219,NA,19,0,1
11ML,5,2,Random,M,0.12,17,0.14,18,11,N,Normoxia,2,415.9714514,6.785831181,61.3,865.6,804.3,4.078096118,NA,NA,NA,NA,NA,NA,NA,4,4,1,1
11Mp,8,3,Random,M,0.11,17,0.12,17.5,11,N,Normoxia,2,774.6123497,6.581243413,117.7,865.6,747.9,14.775878,1.531,0.495,0.15,0.12,0.399,0.113,0.286,NA,6,0,1
12Fb,1,1,Small,F,0.17,19.5,0.62,27,12,H,Normoxia,2,944.6911056,7.326973415,128.9333333,865.6,736.6666667,4.309149723,0.558,0.221,2.23,0.44,0.174,0.073,0.101,6,27,1,1
12Fg,6,2,Small,F,0.11,17.5,0.44,24.5,12,H,Normoxia,2,1094.595748,7.229826606,151.4,865.6,714.2,4.32840419,1.049,0.212,2.39,0.37,0.32,0.067,0.253,41,41,1,1
12FL,6,2,Small,F,0.16,19,0.38,24,12,H,Normoxia,2,1036.394268,7.150834414,144.9333333,865.6,720.6666667,10.17791128,NA,NA,NA,NA,NA,NA,NA,27,27,1,1
12Fp,9,3,Small,F,0.17,19.5,0.43,25,12,H,Normoxia,2,914.2304173,8.525617818,107.2333333,865.6,758.3666667,6.411737523,0.81,0.196,1.6,0.37,0.247,0.062,0.185,6,5,1,1
12Mb,1,1,Small,M,0.08,17,0.09,15.5,12,H,Normoxia,2,1141.036815,7.529939388,151.5333333,865.6,714.0666667,9.161275416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12Mg,6,2,Small,M,0.07,15,0.07,15,12,H,Normoxia,2,658.9192864,6.545555825,100.6666667,865.6,764.9333333,10.12399877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12ML,9,3,Small,M,0.12,18,0.14,18.5,12,H,Normoxia,2,616.7376249,6.464754978,95.4,865.6,770.2,3.723813925,NA,NA,NA,NA,NA,NA,NA,39,110,1,1
12Mp,9,3,Small,M,0.08,16,0.09,16.5,12,H,Normoxia,2,780.4336075,7.613986414,102.5,865.6,763.1,6.257701787,0.857,0.254,0.2,0.09,0.214,0.053,0.161,NA,120,0,1
1Fb,2,1,Random,F,0.16,19,0.3,22,1,H,Normoxia,2,505.5690158,7.40579613,68.26666667,865.6,797.3333333,9.01879236,0.528,0.305,1.08,0.28,0.155,0.089,0.066,5,5,1,1
1Fg,2,1,Random,F,0.23,20.5,0.45,25.5,1,H,Normoxia,2,1559.066339,7.927455961,196.6666667,865.6,668.9333333,7.128003697,1.035,0.272,1.16,0.41,0.32,0.088,0.232,NA,NA,NA,NA
1FL,5,2,Random,F,0.24,22.5,0.57,28.5,1,H,Normoxia,2,481.596084,7.45120295,64.63333333,865.6,800.9666667,1.270794824,NA,NA,NA,NA,NA,NA,NA,49,49,1,1
1Fp,8,3,Random,F,0.19,20.5,0.2,21.5,1,H,Normoxia,2,508.5881004,8.733625079,58.23333333,865.6,807.3666667,11.02895872,1.255,0.351,0.09,0.19,0.349,0.091,0.258,7,5,1,1
1Mb,2,1,Random,M,0.1,16,0.12,18,1,H,Normoxia,2,1135.212171,6.995966541,162.2666667,865.6,703.3333333,3.98952557,1.097,0.533,0.31,0.11,0.282,0.118,0.164,10,10,1,1
1Mg,5,2,Random,M,0.14,18.5,0.17,19,1,H,Normoxia,2,261.0989663,19.05831871,13.7,865.6,851.9,7.848120764,0.724,0.478,0.33,0.15,0.195,0.116,0.079,30,30,1,1
1ML,5,2,Random,M,0.13,17.5,0.14,18.5,1,H,Normoxia,2,1322.040229,7.362392217,179.5666667,865.6,686.0333333,8.17159581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1Mp,8,3,Random,M,0.13,19.5,0.16,19.5,1,H,Normoxia,2,409.3390202,11.63997214,35.16666667,865.6,830.4333333,6.57732594,1.155,0.481,0.36,0.16,0.313,0.119,0.194,NA,6,0,1
2Fb,1,1,Small,F,0.17,19,0.72,30,2,N,Normoxia,2,1168.864107,7.21372623,162.0333333,865.6,703.5666667,11.24845964,1.306,0.253,2.49,0.44,0.408,0.084,0.324,5,5,1,1
2Fg,6,2,Small,F,0.12,18.5,0.34,23,2,N,Normoxia,2,1247.619915,7.766880568,160.6333333,865.6,704.9666667,4.336105977,1.129,0.195,1.8,0.25,0.326,0.055,0.271,20,20,1,1
2FL,9,3,Small,F,0.29,23.5,0.54,27.5,2,N,Normoxia,2,204.5065305,8.158505205,25.06666667,865.6,840.5333333,11.99553296,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1
2Fp,9,3,Small,F,0.3,23.5,0.58,28.5,2,N,Normoxia,2,28.23600941,8.145002715,3.466666667,865.6,862.1333333,0.966574245,0.92,0.215,1.14,0.43,0.287,0.071,0.216,NA,NA,NA,NA
2Mb,1,1,Small,M,0.05,15.5,0.07,16,2,N,Normoxia,2,998.6241331,7.250417229,137.7333333,865.6,727.8666667,3.785428219,0.595,0.111,0.58,0.09,0.149,0.023,0.126,NA,7,0,1
2Mg,1,1,Small,M,0.06,15.5,0.07,15.5,2,N,Normoxia,2,585.4502339,7.590106749,77.13333333,865.6,788.4666667,1.705945779,1.384,0.292,0.27,0.07,0.334,0.057,0.277,6,3,1,1
2ML,6,2,Small,M,0.09,15.5,0.1,17.5,2,N,Normoxia,2,1871.168519,8.169852362,229.0333333,865.6,636.5666667,8.094577942,NA,NA,NA,NA,NA,NA,NA,37,37,1,1
2Mp,9,3,Small,M,0.12,17,0.13,18,2,N,Normoxia,2,174.6931682,8.240243781,21.2,865.6,844.4,1.551910043,0.969,0.291,0.14,0.13,0.255,0.068,0.187,25,20,1,1
3Fb,2,1,Random,F,0.22,21.5,0.58,26.5,3,H,Normoxia,2,598.8644378,7.645077929,78.33333333,865.6,787.2666667,17.51001232,1.123,0.327,1.67,0.45,0.352,0.109,0.243,44,44,1,1
3Fg,5,2,Random,F,0.3,23.5,0.82,30,3,H,Normoxia,2,99.13541618,7.625801245,13,865.6,852.6,3.346426371,0.657,0.254,1.73,0.93,0.228,0.105,0.123,NA,NA,NA,NA
3FL,5,2,Random,F,0.22,21.5,0.69,27.5,3,H,Normoxia,2,291.6431503,7.681557953,37.96666667,865.6,827.6333333,3.600585336,NA,NA,NA,NA,NA,NA,NA,6,6,1,1
3Fp,8,3,Random,F,0.18,20.5,0.25,23,3,H,Normoxia,2,313.402331,6.682352473,46.9,865.6,818.7,5.71857671,1.215,0.291,0.57,0.29,0.358,0.086,0.272,NA,5,0,1
3Mb,2,1,Random,M,0.11,18,0.11,18,3,H,Normoxia,2,96.98304832,10.28088851,9.433333333,865.6,856.1666667,1.370918053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3Mg,5,2,Random,M,0.11,18,0.12,18,3,H,Normoxia,2,370.9290475,8.255097497,44.93333333,865.6,820.6666667,3.123074553,0.798,0.548,0.15,0.12,0.208,0.125,0.083,5,33,1,1
3ML,8,3,Random,M,0.12,17.5,0.12,18,3,H,Normoxia,2,1432.148572,7.095698955,201.8333333,865.6,663.7666667,2.148798521,NA,NA,NA,NA,NA,NA,NA,34,34,1,1
3Mp,8,3,Random,M,0.15,18.5,0.16,19,3,H,Normoxia,2,508.7880173,8.400462586,60.56666667,865.6,805.0333333,5.237215034,1.162,0.4,0.11,0.16,0.315,0.099,0.216,3,3,1,1
4Fb,2,1,Random,F,0.16,20,0.52,26.5,4,N,Normoxia,2,673.1631467,7.555141939,89.1,865.6,776.5,0,0.767,0.302,2.03,NA,NA,NA,NA,NA,NA,NA,NA
4Fg,5,2,Random,F,0.23,22,0.8,30.5,4,N,Normoxia,2,174.5037747,6.924752966,25.2,865.6,840.4,0,0.774,0.329,2.15,0.72,0.259,0.126,0.133,6,27,1,1
4FL,8,3,Random,F,0.19,20,0.35,25,4,N,Normoxia,2,786.8803405,6.735067109,116.8333333,865.6,748.7666667,0,NA,NA,NA,NA,NA,NA,NA,NA,32,0,1
4Fp,8,3,Random,F,0.17,20,0.62,27,4,N,Normoxia,2,319.5711239,8.373042547,38.16666667,865.6,827.4333333,0,0.964,0.301,2.23,0.43,0.3,0.099,0.201,NA,NA,NA,NA
4Mb,8,1,Random,M,0.09,16,0.01,17,4,N,Normoxia,2,361.1191104,6.557853095,55.06666667,865.6,810.5333333,0,1.09,0.608,-3.79,0.1,0.277,0.131,0.146,6,6,1,1
4Mg,5,2,Random,M,0.1,16.5,0.12,17,4,N,Normoxia,2,2021.113884,6.720618102,300.7333333,865.6,564.8666667,0,0.928,0.592,0.31,0.11,0.239,0.131,0.108,6,5,1,1
4ML,5,2,Random,M,0.11,17,0.13,18,4,N,Normoxia,2,1017.39472,7.878637481,129.1333333,865.6,736.4666667,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,1
4Mp,8,3,Random,M,0.09,16,0.09,16,4,N,Normoxia,2,618.6808437,6.602783817,93.7,865.6,771.9,0,1.227,0.714,0,0.09,0.307,0.15,0.157,6,5,1,1
5Fb,1,1,Small,F,0.18,20,0.23,22.5,5,H,Normoxia,2,700.8335022,7.954977324,88.1,865.6,777.5,10.68237831,0.912,0.314,0.42,0.32,0.273,0.095,0.178,6,6,1,1
5Fg,1,1,Small,F,0.13,18,0.43,25.5,5,H,Normoxia,2,640.5582761,8.020345695,79.86666667,865.6,785.7333333,1.370918053,0.706,0.316,2.06,0.4,0.218,0.102,0.116,6,6,1,1
5FL,6,2,Small,F,0.19,20.5,0.38,24,5,H,Normoxia,2,102.3081118,6.775371643,15.1,865.6,850.5,5.237215034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5Fp,9,3,Small,F,0.19,21,0.42,25.5,5,H,Normoxia,2,849.5209437,7.493569042,113.3666667,865.6,752.2333333,5.861059766,0.8,0.15,1.37,0.42,0.248,0.049,0.199,22,22,1,1
5Mb,1,1,Small,M,0.07,12.5,0.08,16,5,H,Normoxia,2,378.4504998,7.645464642,49.5,865.6,816.1,4.309149723,0.427,0.036,0.23,0.09,0.107,0.008,0.099,6,14,1,1
5Mg,6,2,Small,M,0.08,15,0.09,15.5,5,H,Normoxia,2,852.3826686,7.223581937,118,865.6,747.6,10.36275416,0.806,0.532,0.2,0.09,0.202,0.111,0.091,38,38,1,1
5ML,6,2,Small,M,0.1,16.5,0.12,18,5,H,Normoxia,2,852.1265441,8.589985324,99.2,865.6,766.4,13.01987061,NA,NA,NA,NA,NA,NA,NA,9,4,1,1
5Mp,9,3,Small,M,0.11,17.5,0.12,18,5,H,Normoxia,2,724.5128303,13.87069873,52.23333333,865.6,813.3666667,5.291127542,0.91,0.649,0.15,0.12,0.237,0.148,0.089,NA,NA,NA,NA
6Fb,1,1,Small,F,0.12,16.5,0.34,24,6,N,Normoxia,2,349.0416385,8.079667558,43.2,865.6,822.4,3.400338879,0.493,0.171,1.8,0.4,0.152,0.055,0.097,6,4,1,1
6Fg,6,2,Small,F,0.11,17,0.45,25.5,6,N,Normoxia,2,125.4822713,7.253310482,17.3,865.6,848.3,1.89849045,0.831,0.324,2.43,0.37,0.253,0.102,0.151,52,24,1,1
6FL,9,3,Small,F,0.13,19.5,0.65,27.5,6,N,Normoxia,2,199.3453704,6.486291877,30.73333333,865.6,834.8666667,2.087184227,NA,NA,NA,NA,NA,NA,NA,19,19,1,1
6Fp,9,3,Small,F,0.12,17,0.33,23.5,6,N,Normoxia,2,244.5424973,6.811768726,35.9,865.6,829.7,3.14232902,0.661,0.329,1.74,0.28,0.194,0.096,0.098,5,4,1,1
6Mb,1,1,Small,M,0.07,14.5,0.09,16,6,N,Normoxia,2,298.3882782,7.886914842,37.83333333,865.6,827.7666667,4.004929144,1.382,0.698,0.43,0.08,0.34,0.141,0.199,NA,NA,NA,NA
6Mg,6,2,Small,M,0.1,16,0.11,17,6,N,Normoxia,2,959.1153031,7.238606061,132.5,865.6,733.1,13.76309304,1.164,0.358,0.16,0.06,0.275,0.067,0.208,6,5,1,1
6ML,6,2,Small,M,0.08,15,0.09,16.5,6,N,Normoxia,2,681.3184996,7.981083556,85.36666667,865.6,780.2333333,7.205021565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6Mp,9,3,Small,M,0.09,15.5,0.09,16,6,N,Normoxia,2,426.9363244,6.269255865,68.1,865.6,797.5,2.071780653,0.732,0.206,0,0.09,0.183,0.043,0.14,5,5,1,1
7Fb,3,1,Large,F,0.2,20,0.25,21.5,7,N,Normoxia,2,0,NA,0,879,879,1.833025262,1.241,0.341,0.38,0.21,0.35,0.091,0.259,6,6,1,1
7Fg,4,2,Large,F,0.22,22.5,1.11,32,7,N,Normoxia,2,0,NA,0,879,879,13.13874235,0.66,0.163,2.79,0.81,0.225,0.065,0.16,NA,NA,NA,NA
7FL,7,3,Large,F,0.2,20.5,0.63,27,7,N,Normoxia,2,0,NA,0,879,879,0.800985829,NA,NA,NA,NA,NA,NA,NA,157,157,1,1
7Fp,7,3,Large,F,0.25,22.5,0.99,31,7,N,Normoxia,2,0,NA,0,879,879,7.28974122,0.794,0.279,2.37,0.66,0.263,0.104,0.159,NA,32,0,1
7Mb,3,1,Large,M,0.13,18,0.15,19,7,N,Normoxia,2,0,NA,0,879,879,2.1025878,1.444,0.194,0.25,0.14,0.384,0.046,0.338,NA,NA,NA,NA
7Mg,3,1,Large,M,0.14,18,0.15,19.5,7,N,Normoxia,2,0,NA,0,879,879,11.45255699,0.957,0.747,0.12,0.14,0.255,0.178,0.077,128,128,1,1
7ML,4,2,Large,M,0.1,16,0.1,16.5,7,N,Normoxia,2,0,NA,0,879,879,10.03927911,NA,NA,NA,NA,NA,NA,NA,42,37,1,1
7Mp,7,3,Large,M,0.15,19,0.18,19.5,7,N,Normoxia,2,0,NA,0,879,879,7.062538509,0.947,0.362,0.31,0.17,0.259,0.091,0.168,6,4,1,1
8Fb,3,1,Large,F,0.21,21.5,0.35,25,8,H,Normoxia,2,292.8540164,7.673030998,38.16666667,865.6,827.4333333,3.554374615,1.089,0.283,0.88,0.34,0.328,0.087,0.241,NA,NA,NA,NA
8Fg,4,2,Large,F,0.19,21,0.7,29.5,8,H,Normoxia,2,602.4431964,8.710022116,69.16666667,865.6,796.4333333,4.940696242,0.599,0.306,2.25,0.83,0.205,0.122,0.083,NA,100,0,1
8FL,4,2,Large,F,0.2,20.5,0.79,31,8,H,Normoxia,2,977.3063918,8.738954323,111.8333333,865.6,753.7666667,7.848120764,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
8Fp,7,3,Large,F,0.2,22,0.49,26,8,H,Normoxia,2,225.1997406,6.477461379,34.76666667,865.6,830.8333333,1.867683303,0.821,0.24,1.54,0.49,0.26,0.082,0.178,27,27,1,1
8Mb,3,1,Large,M,0.11,18,0.16,18.5,8,H,Normoxia,2,411.3971317,8.618654994,47.73333333,865.6,817.8666667,4.975354282,1.261,0.445,0.65,0.11,0.325,0.099,0.226,5,5,1,1
8Mg,4,2,Large,M,0.11,16,0.13,18,8,H,Normoxia,2,0,NA,0,865.6,865.6,9.692698706,1.109,0.487,0.29,0.12,0.289,0.111,0.178,159,142,1,1
8ML,7,3,Large,M,0.13,18,0.15,19,8,H,Normoxia,2,529.6047846,7.067679509,74.93333333,865.6,790.6666667,8.18314849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8Mp,7,3,Large,M,0.21,22.5,0.31,25,8,H,Normoxia,2,173.7530488,9.761407234,17.8,865.6,847.8,4.817467652,1.013,0.289,0.67,0.31,0.301,0.087,0.214,NA,7,0,1
9Fb,3,1,Large,F,0.17,20.5,0.44,26,9,N,Normoxia,2,734.7551636,7.248488953,101.3666667,865.6,764.2333333,3.708410351,0.61,0.299,1.64,0.34,0.184,0.092,0.092,NA,123,0,1
9Fg,4,2,Large,F,0.13,18,0.261,21,9,N,Normoxia,2,873.626237,7.370300088,118.5333333,865.6,747.0666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9FL,7,3,Large,F,0.2,21,0.59,28,9,N,Normoxia,2,976.0745942,7.006996369,139.3,865.6,726.3,2.834257548,NA,NA,NA,NA,NA,NA,NA,53,15,1,1
9Fp,7,3,Large,F,0.19,20,0.82,29.5,9,N,Normoxia,2,662.9575831,7.553637484,87.76666667,865.6,777.8333333,8.826247689,0.727,0.251,2.52,0.57,0.236,0.09,0.146,6,22,1,1
9Mb,3,1,Large,M,0.11,17,0.12,18,9,N,Normoxia,2,1529.875269,8.063292002,189.7333333,865.6,675.8666667,7.524645718,1.153,0.201,0.15,0.12,0.3,0.046,0.254,82,41,1,1
9Mg,4,2,Large,M,0.1,17,0.13,18,9,N,Normoxia,2,1449.92966,9.614918173,150.8,865.6,714.8,17.73336414,1.013,0.524,0.45,0.12,0.264,0.119,0.145,6,6,1,1
9ML,4,2,Large,M,0.12,19,0.13,18.5,9,N,Normoxia,2,1143.37548,7.004546537,163.2333333,865.6,702.3666667,17.84889094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9Mp,7,3,Large,M,0.13,18,0.17,19,9,N,Normoxia,2,1110.5748,7.288830456,152.3666667,865.6,713.2333333,2.048675293,1.093,0.453,0.46,0.16,0.297,0.112,0.185,98,45,1,1
10Fb,3,1,Large,F,0.23,22,0.69,30.5,10,H,Normoxia,3,721.3309332,6.461608838,0,865.6,753.9666667,11.8569008,0.969,0.158,1.89,0.54,0.312,0.056,0.256,NA,20,0,1
10Fg,3,1,Large,F,0.16,20,0.54,27,10,H,Normoxia,3,410.1738338,9.135274695,0,865.6,820.7,3.585181762,0.865,0.046,2.1,0.38,0.265,0.015,0.25,34,34,1,1
10FL,4,2,Large,F,0.21,21.5,0.87,29,10,H,Normoxia,3,278.931056,7.798631574,0,865.6,829.8333333,1.813770795,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1
10Fp,7,3,Large,F,0.23,21.5,0.6,27.5,10,H,Normoxia,3,376.4978728,6.707206761,0,865.6,809.4666667,10.80945779,1.008,0.048,1.65,0.43,0.314,0.016,0.298,NA,38,0,1
10Mg,4,2,Large,M,0.16,18.5,0.19,20.5,10,H,Normoxia,3,148.3668553,22.47982656,0,865.6,859,0.231053604,1.102,0.203,0.3,0.16,0.299,0.05,0.249,6,38,1,1
10ML,4,2,Large,M,0.12,18,0.11,16.5,10,H,Normoxia,3,21.11954438,6.2116307,0,865.6,862.2,1.790665434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10Mp,7,3,Large,M,0.16,20,0.17,19.5,10,H,Normoxia,3,725.0607511,7.129407582,0,865.6,763.9,5.71857671,0.659,0.188,0.1,0.17,0.18,0.047,0.133,NA,NA,NA,NA
11Fb,2,1,Random,F,0.21,20,0.19,21.5,11,N,Normoxia,3,154.3086803,6.613229155,74.1,865.6,842.2666667,0.997381392,1.276,0.429,-0.17,0.17,0.349,0.108,0.241,NA,6,0,1
11Fg,5,2,Random,F,0.23,23,0.61,29,11,N,Normoxia,3,236.6906245,6.629989481,18,865.6,829.9,8.287122612,0.714,0.322,1.68,0.76,0.241,0.125,0.116,49,49,1,1
11FL,8,3,Random,F,0.18,20.5,0.58,18.5,11,N,Normoxia,3,405.2211399,6.45942306,80.33333333,865.6,802.8666667,5.957332101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11Fp,8,3,Random,F,0.21,21.5,0.18,21.5,11,N,Normoxia,3,277.948208,6.995340806,76.56666667,865.6,825.8666667,4.382316697,NA,NA,NA,NA,NA,NA,NA,9,7,1,1
11Mb,2,1,Random,M,0.1,16,0.08,16,11,N,Normoxia,3,302.2288078,6.331609103,17.13333333,865.6,817.8666667,1.320856439,1.727,0.686,-0.38,0.08,0.425,0.139,0.286,NA,6,0,1
11Mg,2,1,Random,M,0.1,17,0.12,17.5,11,N,Normoxia,3,466.6805338,7.543327594,66.53333333,865.6,803.7333333,3.700708564,1.298,0.524,0.31,0.12,0.338,0.119,0.219,19,19,1,1
11ML,5,2,Random,M,0.12,17,0.14,18,11,N,Normoxia,3,362.7787364,10.27701803,61.3,865.6,830.3,3.970271103,NA,NA,NA,NA,NA,NA,NA,6,4,1,1
11Mp,8,3,Random,M,0.11,17,0.12,17.5,11,N,Normoxia,3,843.6514344,6.596180097,117.7,865.6,737.7,8.271719039,1.531,0.495,0.15,0.12,0.399,0.113,0.286,66,6,1,1
12Fb,1,1,Small,F,0.17,19.5,0.62,27,12,H,Normoxia,3,321.4337303,8.617526282,128.9333333,865.6,828.3,0,0.558,0.221,2.23,0.44,0.174,0.073,0.101,27,27,1,1
12Fg,6,2,Small,F,0.11,17.5,0.44,24.5,12,H,Normoxia,3,290.7897282,7.761291679,151.4,865.6,828.1333333,0,1.049,0.212,2.39,0.37,0.32,0.067,0.253,55,41,1,1
12FL,6,2,Small,F,0.16,19,0.38,24,12,H,Normoxia,3,763.8276467,8.670007341,144.9333333,865.6,777.5,0,NA,NA,NA,NA,NA,NA,NA,NA,27,0,1
12Fp,9,3,Small,F,0.17,19.5,0.43,25,12,H,Normoxia,3,422.2569756,7.608233794,107.2333333,865.6,810.1,0,0.81,0.196,1.6,0.37,0.247,0.062,0.185,96,5,1,1
12Mb,1,1,Small,M,0.08,17,0.09,15.5,12,H,Normoxia,3,600.3206102,7.570247291,151.5333333,865.6,786.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12Mg,6,2,Small,M,0.07,15,0.07,15,12,H,Normoxia,3,610.8888512,6.970964449,100.6666667,865.6,777.9666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12ML,9,3,Small,M,0.12,18,0.14,18.5,12,H,Normoxia,3,217.1396936,6.736495148,95.4,865.6,833.3666667,0,NA,NA,NA,NA,NA,NA,NA,5,110,1,1
12Mp,9,3,Small,M,0.08,16,0.09,16.5,12,H,Normoxia,3,504.8419439,9.320158965,102.5,865.6,811.4333333,0,0.857,0.254,0.2,0.09,0.214,0.053,0.161,35,120,1,1
1Fb,2,1,Random,F,0.16,19,0.3,22,1,H,Normoxia,3,614.2266284,7.867975598,68.26666667,865.6,787.5333333,8.976432532,0.528,0.305,1.08,0.28,0.155,0.089,0.066,6,5,1,1
1Fg,2,1,Random,F,0.23,20.5,0.45,25.5,1,H,Normoxia,3,458.000751,7.423026758,196.6666667,865.6,803.9,13.79775108,1.035,0.272,1.16,0.41,0.32,0.088,0.232,NA,NA,NA,NA
1FL,5,2,Random,F,0.24,22.5,0.57,28.5,1,H,Normoxia,3,75.14457002,6.831324547,64.63333333,865.6,854.6,4.536352434,NA,NA,NA,NA,NA,NA,NA,NA,49,0,1
1Fp,8,3,Random,F,0.19,20.5,0.2,21.5,1,H,Normoxia,3,706.3106199,7.398505097,58.23333333,865.6,770.1333333,15.86568084,1.255,0.351,0.09,0.19,0.349,0.091,0.258,8,5,1,1
1Mb,2,1,Random,M,0.1,16,0.12,18,1,H,Normoxia,3,308.9971813,8.947794826,162.2666667,865.6,831.0666667,1.494146642,1.097,0.533,0.31,0.11,0.282,0.118,0.164,NA,10,0,1
1Mg,5,2,Random,M,0.14,18.5,0.17,19,1,H,Normoxia,3,730.3940316,10.75162951,13.7,865.6,797.6666667,4.124306839,0.724,0.478,0.33,0.15,0.195,0.116,0.079,6,30,1,1
1ML,5,2,Random,M,0.13,17.5,0.14,18.5,1,H,Normoxia,3,561.446852,7.937514402,179.5666667,865.6,794.8666667,9.303758472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1Mp,8,3,Random,M,0.13,19.5,0.16,19.5,1,H,Normoxia,3,414.9307207,7.288010317,35.16666667,865.6,808.6666667,6.265403574,1.155,0.481,0.36,0.16,0.313,0.119,0.194,7,6,1,1
2Fb,1,1,Small,F,0.17,19,0.72,30,2,N,Normoxia,3,637.4042198,6.546431562,162.0333333,865.6,768.2333333,11.9185151,1.306,0.253,2.49,0.44,0.408,0.084,0.324,6,5,1,1
2Fg,6,2,Small,F,0.12,18.5,0.34,23,2,N,Normoxia,3,257.3198991,6.855769958,160.6333333,865.6,828.0666667,10.73243993,1.129,0.195,1.8,0.25,0.326,0.055,0.271,8,20,1,1
2FL,9,3,Small,F,0.29,23.5,0.54,27.5,2,N,Normoxia,3,754.0094905,7.26172864,25.06666667,865.6,761.7666667,4.286044362,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1
2Fp,9,3,Small,F,0.3,23.5,0.58,28.5,2,N,Normoxia,3,48.96120621,5.851936997,3.466666667,865.6,857.2333333,0.785582255,0.92,0.215,1.14,0.43,0.287,0.071,0.216,NA,NA,NA,NA
2Mb,1,1,Small,M,0.05,15.5,0.07,16,2,N,Normoxia,3,217.1942121,6.628511052,137.7333333,865.6,832.8333333,4.243684535,0.595,0.111,0.58,0.09,0.149,0.023,0.126,7,7,1,1
2Mg,1,1,Small,M,0.06,15.5,0.07,15.5,2,N,Normoxia,3,101.8755246,6.899019724,77.13333333,865.6,850.8333333,0.878003697,1.384,0.292,0.27,0.07,0.334,0.057,0.277,4,3,1,1
2ML,6,2,Small,M,0.09,15.5,0.1,17.5,2,N,Normoxia,3,487.1718538,6.95297603,229.0333333,865.6,795.5333333,10.24337646,NA,NA,NA,NA,NA,NA,NA,53,37,1,1
2Mp,9,3,Small,M,0.12,17,0.13,18,2,N,Normoxia,3,105.6498133,7.864750371,21.2,865.6,852.1666667,1.671287739,0.969,0.291,0.14,0.13,0.255,0.068,0.187,20,20,1,1
3Fb,2,1,Random,F,0.22,21.5,0.58,26.5,3,H,Normoxia,3,1108.166518,7.311413138,78.33333333,865.6,714.0333333,12.39602588,1.123,0.327,1.67,0.45,0.352,0.109,0.243,NA,44,0,1
3Fg,5,2,Random,F,0.3,23.5,0.82,30,3,H,Normoxia,3,249.9422789,8.628617222,13,865.6,836.6333333,2.564695009,0.657,0.254,1.73,0.93,0.228,0.105,0.123,NA,NA,NA,NA
3FL,5,2,Random,F,0.22,21.5,0.69,27.5,3,H,Normoxia,3,215.9654217,6.92937182,37.96666667,865.6,834.4333333,9.165126309,NA,NA,NA,NA,NA,NA,NA,6,6,1,1
3Fp,8,3,Random,F,0.18,20.5,0.25,23,3,H,Normoxia,3,354.957001,7.170848505,46.9,865.6,816.1,3.727664818,1.215,0.291,0.57,0.29,0.358,0.086,0.272,NA,5,0,1
3Mb,2,1,Random,M,0.11,18,0.11,18,3,H,Normoxia,3,84.46914352,7.118186252,9.433333333,865.6,853.7333333,3.900955022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3Mg,5,2,Random,M,0.11,18,0.12,18,3,H,Normoxia,3,274.2033788,10.14315828,44.93333333,865.6,838.5666667,15.67313617,0.798,0.548,0.15,0.12,0.208,0.125,0.083,33,33,1,1
3ML,8,3,Random,M,0.12,17.5,0.12,18,3,H,Normoxia,3,133.1636877,7.159338048,201.8333333,865.6,847,6.827634011,NA,NA,NA,NA,NA,NA,NA,4,34,1,1
3Mp,8,3,Random,M,0.15,18.5,0.16,19,3,H,Normoxia,3,313.5972636,6.917586696,60.56666667,865.6,820.2666667,9.507855823,1.162,0.4,0.11,0.16,0.315,0.099,0.216,5,3,1,1
