Fish_ID,Beas_population_code,Population_old_code,Harvested,Sex,Weight_g,Length_mm,Weight_finished,Length_finished,Tank,Acclimation,Treatment,Trial,Distance_moved,Speed,Time_moving,TotalTime,Time_stationary,Percentage_moving,MMR_mghg,SMR_mghg,SGR,Weight_resp,MMR_scaled,SMR_scaled,AS,FSR,fastestFSR,Status,FastestStatus
3Fb,2,1,Random,F,0.22,21.5,0.58,26.5,3,H,Recovery,3,238.5669657,6.494563496,36.73333333,865.6,828.8666667,4.243684535,NA,NA,NA,NA,NA,NA,NA,19,19,1,1
3Fg,5,2,Random,F,0.3,23.5,0.82,30,3,H,Recovery,3,285.8566642,6.989160493,40.9,865.6,824.7,4.725046211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3FL,5,2,Random,F,0.22,21.5,0.69,27.5,3,H,Recovery,3,254.7204506,6.928026762,36.76666667,865.6,828.8333333,4.247535428,NA,NA,NA,NA,NA,NA,NA,45,4,1,1
3Fp,8,3,Random,F,0.18,20.5,0.25,23,3,H,Recovery,3,346.9583135,7.183401935,48.3,865.6,817.3,5.579944547,NA,NA,NA,NA,NA,NA,NA,85,6,1,1
3Mb,2,1,Random,M,0.11,18,0.11,18,3,H,Recovery,3,196.0397673,7.12871881,27.5,865.6,838.1,3.176987061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3Mg,5,2,Random,M,0.11,18,0.12,18,3,H,Recovery,3,777.781536,8.324454542,93.43333333,865.6,772.1666667,10.79405422,NA,NA,NA,NA,NA,NA,NA,25,15,1,1
3ML,8,3,Random,M,0.12,17.5,0.12,18,3,H,Recovery,3,200.9949032,5.894278687,34.1,865.6,831.5,3.939463956,NA,NA,NA,NA,NA,NA,NA,6,6,1,1
3Mp,8,3,Random,M,0.15,18.5,0.16,19,3,H,Recovery,3,493.6103272,7.018156312,70.33333333,865.6,795.2666667,8.125385089,NA,NA,NA,NA,NA,NA,NA,33,3,1,1
4Fb,2,1,Random,F,0.16,20,0.52,26.5,4,N,Recovery,3,255.2865165,7.605357989,33.56666667,865.6,832.0333333,3.877849661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4Fg,5,2,Random,F,0.23,22,0.8,30.5,4,N,Recovery,3,62.19592739,8.719055242,7.133333333,865.6,858.4666667,0.824091189,NA,NA,NA,NA,NA,NA,NA,84,29,1,1
4FL,8,3,Random,F,0.19,20,0.35,25,4,N,Recovery,3,696.7374813,6.556500765,106.2666667,865.6,759.3333333,12.27664818,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1
4Fp,8,3,Random,F,0.17,20,0.62,27,4,N,Recovery,3,39.21804191,6.880358229,5.7,865.6,859.9,0.658502773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4Mb,8,1,Random,M,0.09,16,0.01,17,4,N,Recovery,3,49.01138271,6.653128875,7.366666667,865.6,858.2333333,0.851047443,NA,NA,NA,NA,NA,NA,NA,5,34,1,1
4Mg,5,2,Random,M,0.1,16.5,0.12,17,4,N,Recovery,3,896.2362364,7.408952078,120.9666667,865.6,744.6333333,13.97489217,NA,NA,NA,NA,NA,NA,NA,57,5,1,1
4ML,5,2,Random,M,0.11,17,0.13,18,4,N,Recovery,3,621.4744659,7.072926395,87.86666667,865.6,777.7333333,10.15095502,NA,NA,NA,NA,NA,NA,NA,6,5,1,1
4Mp,8,3,Random,M,0.09,16,0.09,16,4,N,Recovery,3,525.2978866,6.778037247,77.5,865.6,788.1,8.953327172,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1
5Fb,1,1,Small,F,0.18,20,0.23,22.5,5,H,Recovery,3,701.0801623,7.041313983,99.56666667,865.6,766.0333333,11.50261861,NA,NA,NA,NA,NA,NA,NA,6,5,1,1
5Fg,1,1,Small,F,0.13,18,0.43,25.5,5,H,Recovery,3,325.0744423,9.477388987,34.3,865.6,831.3,3.962569316,NA,NA,NA,NA,NA,NA,NA,7,7,1,1
5FL,6,2,Small,F,0.19,20.5,0.38,24,5,H,Recovery,3,282.0628204,8.175733924,34.5,865.6,831.1,3.985674677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5Fp,9,3,Small,F,0.19,21,0.42,25.5,5,H,Recovery,3,900.1543073,7.954235411,113.1666667,865.6,752.4333333,13.07378312,NA,NA,NA,NA,NA,NA,NA,4,31,1,1
5Mb,1,1,Small,M,0.07,12.5,0.08,16,5,H,Recovery,3,1130.523772,7.058421052,160.1666667,865.6,705.4333333,18.50354282,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
5Mg,6,2,Small,M,0.08,15,0.09,15.5,5,H,Recovery,3,742.0421467,6.803564915,109.0666667,865.6,756.5333333,12.60012323,NA,NA,NA,NA,NA,NA,NA,18,18,1,1
5ML,6,2,Small,M,0.1,16.5,0.12,18,5,H,Recovery,3,863.0253512,8.564591642,100.7666667,865.6,764.8333333,11.64125077,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
5Mp,9,3,Small,M,0.11,17.5,0.12,18,5,H,Recovery,3,552.8708833,9.260818815,59.7,865.6,805.9,6.896950092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6Fb,1,1,Small,F,0.12,16.5,0.34,24,6,N,Recovery,3,117.6303503,7.413677542,15.86666667,865.6,849.7333333,1.833025262,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
6Fg,6,2,Small,F,0.11,17,0.45,25.5,6,N,Recovery,3,47.63746312,6.616314322,7.2,865.6,858.4,0.831792976,NA,NA,NA,NA,NA,NA,NA,28,28,1,1
6FL,9,3,Small,F,0.13,19.5,0.65,27.5,6,N,Recovery,3,120.9493165,10.24994208,11.8,865.6,853.8,1.363216266,NA,NA,NA,NA,NA,NA,NA,NA,33,0,1
6Fp,9,3,Small,F,0.12,17,0.33,23.5,6,N,Recovery,3,124.335096,6.566994505,18.93333333,865.6,846.6666667,2.187307455,NA,NA,NA,NA,NA,NA,NA,6,23,1,1
6Mb,1,1,Small,M,0.07,14.5,0.09,16,6,N,Recovery,3,251.2651002,8.114050599,30.96666667,865.6,834.6333333,3.577479975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6Mg,6,2,Small,M,0.1,16,0.11,17,6,N,Recovery,3,993.2498272,7.1783895,138.3666667,865.6,727.2333333,15.98505853,NA,NA,NA,NA,NA,NA,NA,NA,38,0,1
6ML,6,2,Small,M,0.08,15,0.09,16.5,6,N,Recovery,3,140.4744999,6.954183163,20.2,865.6,845.4,2.333641405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6Mp,9,3,Small,M,0.09,15.5,0.09,16,6,N,Recovery,3,4.463792141,4.463792141,1,865.6,864.6,0.115526802,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1
7Fb,3,1,Large,F,0.2,20,0.25,21.5,7,N,Recovery,3,446.279414,10.11207131,44.13333333,932.3,888.1666667,4.733812435,NA,NA,NA,NA,NA,NA,NA,6,33,1,1
7Fg,4,2,Large,F,0.22,22.5,1.11,32,7,N,Recovery,3,207.723937,9.57253166,21.7,932.3,910.6,2.32757696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7FL,7,3,Large,F,0.2,20.5,0.63,27,7,N,Recovery,3,221.9691772,7.301617671,30.4,932.3,901.9,3.260752977,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1
7Fp,7,3,Large,F,0.25,22.5,0.99,31,7,N,Recovery,3,153.4901584,7.117008892,21.56666667,932.3,910.7333333,2.313275412,NA,NA,NA,NA,NA,NA,NA,7,7,1,1
7Mb,3,1,Large,M,0.13,18,0.15,19,7,N,Recovery,3,962.5336247,7.708491389,124.8666667,932.3,807.4333333,13.39339984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7Mg,3,1,Large,M,0.14,18,0.15,19.5,7,N,Recovery,3,745.5809831,9.24273946,80.66666667,932.3,851.6333333,8.652436626,NA,NA,NA,NA,NA,NA,NA,51,51,1,1
7ML,4,2,Large,M,0.1,16,0.1,16.5,7,N,Recovery,3,409.4511939,6.88153267,59.5,932.3,872.8,6.382065859,NA,NA,NA,NA,NA,NA,NA,44,44,1,1
7Mp,7,3,Large,M,0.15,19,0.18,19.5,7,N,Recovery,3,88.24763368,8.120947885,10.86666667,932.3,921.4333333,1.165576174,NA,NA,NA,NA,NA,NA,NA,NA,6,0,1
8Fb,3,1,Large,F,0.21,21.5,0.35,25,8,H,Recovery,3,0,NA,0,936.6666667,936.6666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8Fg,4,2,Large,F,0.19,21,0.7,29.5,8,H,Recovery,3,0,NA,0,936.6666667,936.6666667,0,NA,NA,NA,NA,NA,NA,NA,NA,6,0,1
8FL,4,2,Large,F,0.2,20.5,0.79,31,8,H,Recovery,3,0,NA,0,936.6666667,936.6666667,0,NA,NA,NA,NA,NA,NA,NA,NA,6,0,1
8Fp,7,3,Large,F,0.2,22,0.49,26,8,H,Recovery,3,0,NA,0,936.6666667,936.6666667,0,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1
8Mb,3,1,Large,M,0.11,18,0.16,18.5,8,H,Recovery,3,0,NA,0,936.6666667,936.6666667,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,1
8Mg,4,2,Large,M,0.11,16,0.13,18,8,H,Recovery,3,0,NA,0,936.6666667,936.6666667,0,NA,NA,NA,NA,NA,NA,NA,101,101,1,1
8ML,7,3,Large,M,0.13,18,0.15,19,8,H,Recovery,3,0,NA,0,936.6666667,936.6666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8Mp,7,3,Large,M,0.21,22.5,0.31,25,8,H,Recovery,3,0,NA,0,936.6666667,936.6666667,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1
9Fb,3,1,Large,F,0.17,20.5,0.44,26,9,N,Recovery,3,70.19767521,7.441449669,9.433333333,865.6,856.1666667,1.089802834,NA,NA,NA,NA,NA,NA,NA,48,48,1,1
9Fg,4,2,Large,F,0.13,18,0.261,21,9,N,Recovery,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9FL,7,3,Large,F,0.2,21,0.59,28,9,N,Recovery,3,268.4339439,7.561519547,35.5,865.6,830.1,4.101201479,NA,NA,NA,NA,NA,NA,NA,6,19,1,1
9Fp,7,3,Large,F,0.19,20,0.82,29.5,9,N,Recovery,3,328.3004416,6.892241602,47.63333333,865.6,817.9666667,5.502926679,NA,NA,NA,NA,NA,NA,NA,7,6,1,1
9Mb,3,1,Large,M,0.11,17,0.12,18,9,N,Recovery,3,270.5200329,6.129607995,44.13333333,865.6,821.4666667,5.098582871,NA,NA,NA,NA,NA,NA,NA,79,39,1,1
9Mg,4,2,Large,M,0.1,17,0.13,18,9,N,Recovery,3,196.8700211,6.378078438,30.86666667,865.6,834.7333333,3.565927295,NA,NA,NA,NA,NA,NA,NA,6,4,1,1
9ML,4,2,Large,M,0.12,19,0.13,18.5,9,N,Recovery,3,876.0262108,6.287269456,139.3333333,865.6,726.2666667,16.09673444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9Mp,7,3,Large,M,0.13,18,0.17,19,9,N,Recovery,3,104.3402685,9.288451199,11.23333333,865.6,854.3666667,1.297751078,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
